Gene	H911	DIVID1	DIVID2	DIVID3	DIVID4	DIVID5	H1204	H1778	H1499	H1530
SLC27A4	8.7133	4.11681	5.47262	7.81971	1.49851	3.83779	7.82517	7.13448	5.66177	12.1725
URM1	18.9947	10.7016	26.6206	11.4597	9.29006	17.9737	13.723	17.7678	19.3356	16.2492
CERCAM	6.82068	9.4312	31.1389	6.56498	6.57092	25.4166	14.6644	27.9775	6.61892	5.42101
ODF2	5.72218	3.94116	4.19053	6.74799	1.09661	2.12607	5.66631	2.97211	2.93501	0.552349
GLE1	9.21742	9.27592	12.3341	2.69328	7.06986	5.28865	7.67831	10.4505	9.25549	13.6401
SPTAN1	20.6646	20.8571	20.483	24.7135	1.39044	5.08586	12.6708	13.9287	15.7381	18.2429
WDR34	12.1918	11.6592	22.3671	31.3015	10.5267	18.6781	15.7921	19.11	11.1898	16.858
SET	20.3018	25.4241	21.3738	10.9617	18.8854	17.6304	18.1045	10.8348	20.1614	14.0527
ZDHHC12	10.1127	5.03589	19.367	25.8449	4.85376	17.1468	14.7363	9.65377	7.74491	15.3333
ZER1	7.68331	10.7527	16.6351	11.2253	9.57994	8.14221	10.2104	12.7736	19.968	13.2452
TBC1D13	6.07471	5.07834	4.16198	7.17174	3.08441	4.31167	5.50679	5.13361	6.25931	5.91182
ENDOG	4.95439	2.88616	21.547	5.59186	14.8385	9.21351	5.83888	10.4505	6.18785	9.48022
C9orf114	8.65426	5.18433	8.80115	16.7028	1.47189	5.23807	7.43643	5.25793	6.73234	11.344
LRRC8A	8.37108	4.70604	9.32349	7.5366	1.12797	4.13268	6.20093	7.84532	8.19354	14.663
PHYHD1	1.43211	5.48029	9.13377	3.33618	3.17197	5.71556	8.49083	0.775162	2.21527	0.0486299
DOLK	6.6244	3.48756	6.10051	2.34308	11.4267	8.61728	4.27352	4.72751	6.79903	5.87473
NUP188	8.96633	5.49084	8.99132	3.1646	5.62373	4.02341	5.18361	9.79962	7.58098	12.9375
SH3GLB2	7.75852	16.885	31.4547	9.74717	27.4883	21.1011	35.7052	15.1967	10.2078	13.2731
DOLPP1	3.90258	3.27427	6.7863	5.33619	1.08603	4.22264	3.33895	3.75366	2.82754	0.363636
CRAT	5.34095	26.6017	43.0094	32.4877	10.4708	21.1011	51.4984	9.53903	7.6368	8.46177
PPP2R4	40.5717	26.6198	53.7239	35.0535	18.5992	35.929	39.9197	57.4857	24.8323	44.7588
METTL11A	7.71154	3.58332	5.09864	1.59414	11.823	8.86621	7.32152	12.6343	6.41888	15.8501
ASB6	2.22774	3.29382	4.2475	5.53337	5.16654	3.20586	4.34134	2.87942	4.80315	0.499364
TOR1B	4.56639	5.81709	4.23327	5.74641	13.7001	5.13668	4.08567	4.31681	6.42221	6.09234
TOR1A	13.3441	11.276	10.8361	31.0891	10.2271	17.4005	14.2315	11.8063	15.0528	16.0304
C9orf78	11.8424	27.1443	22.9258	17.3296	2.11977	11.16	17.1829	19.8849	21.5687	15.2936
USP20	3.18665	4.39929	3.46142	1.50249	6.90397	2.64942	6.11628	3.60344	3.51023	0.433314
FNBP1	3.55072	3.84786	1.72017	0	1.01005	1.9121	3.29382	1.341	4.34121	0.267827
GPR107	11.2522	14.5049	8.64246	27.5493	13.1427	9.18876	11.1264	13.1113	19.4872	10.875
NCS1	8.06651	2.4506	3.5656	2.3022	1.36272	3.37039	4.57214	10.4895	7.90484	10.2533
ASS1	4.86393	4.5672	7.18894	11.4735	12.3211	9.33723	4.27352	2.51344	4.08477	2.05325
FUBP3	10.4099	12.1531	26.8349	24.6272	11.9303	8.14221	15.0016	9.44756	16.8374	9.82418
EXOSC2	5.20121	4.51373	6.73787	7.78584	1.10712	3.43081	9.1503	2.61212	3.32266	0.413718
ABL1	9.2665	6.04781	8.64246	2.56341	1.32527	3.22671	7.65153	11.0875	9.41779	9.85324
LAMC3	6.75709	2.96692	4.97955	3.59008	1.08603	1.6327	2.08504	5.87811	3.06395	0.248956
NUP214	7.52747	4.15354	9.54251	6.50794	1.27761	2.76717	7.05609	3.64772	7.96992	4.62878
BAT2L1	16.026	14.3463	28.2242	20.5496	1.42694	4.62468	14.2243	32.2598	13.8191	21.2319
POMT1	4.98088	3.81976	9.59475	5.99352	9.52211	5.21276	4.97483	4.19377	3.91843	5.01286
UCK1	5.3255	9.49341	3.5359	6.71364	12.83	8.74184	8.43206	6.20234	10.0238	0.528397
RAPGEF1	9.41193	7.64185	10.4774	10.5703	10.4894	3.83779	8.39936	15.5157	21.0368	12.7468
MED27	4.28216	2.33286	4.2475	1.83143	1.1383	2.64942	6.30667	2.1542	7.59084	4.88276
SETX	6.03536	9.80238	4.38915	2.66179	3.72158	4.15075	4.52587	1.91075	6.62893	0.399927
TTF1	4.2511	3.89458	2.78715	8.98533	1.53363	1.59414	4.57983	1.73282	3.70611	0.449282
GTF3C4	8.15916	12.3489	7.97382	20.6727	7.95897	7.10685	7.14485	6.80837	11.5508	9.42761
TSC1	4.65918	6.00591	5.88004	7.18317	1.25827	2.67329	6.50315	2.46456	3.77889	0.43404
GTF3C5	8.51304	8.14139	22.6897	2.38257	14.0881	7.89103	15.8487	15.0126	11.8567	11.7876
CEL	607.918	11813.5	20554.8	14521.5	525.701	1420.19	2274.26	76.4492	3274.54	440.966
CELP	1.12559	31.6763	46.2376	36.7558	1.23875	16.7527	44.3845	0.331106	7.92438	0.0558881
RALGDS	6.45111	4.95093	8.64246	2.12103	9.03196	4.18677	7.89833	5.74511	8.02192	2.16562
GBGT1	1.59414	1.59414	1.59414	1.59414	1.59414	1.59414	1.59414	1.59414	1.59414	1.59414
SURF6	3.10904	4.54583	7.49393	2.16943	9.2256	3.70494	5.19102	6.33717	6.11625	2.25617
MED22	4.75662	3.36198	3.85928	3.21458	10.1706	3.3906	7.00132	2.76744	3.30906	0.290328
RPL7A	83.5073	87.865	110.387	134.721	48.0606	91.8368	40.122	66.3346	50.9979	37.6134
SNORD24	24531.1	41036.7	9482.64	13359.1	44667.7	20102.9	7219.95	17133	12600.7	19007.1
SNORD36B	3963.19	12747.1	954.305	3913.06	21134.2	5039.33	5380.38	4843.07	2277.03	2101.94
SNORD36A	447.674	177.551	26.5876	139.596	478.2	187.38	270.793	29.8686	20.2354	9.5036
SNORD36C	862.784	3936.17	249.135	23.1323	4387.4	2745.39	569.615	4127.4	224.203	162.198
SURF1	13.7523	13.3458	27.3766	18.6668	26.6586	29.3838	15.9548	9.41704	13.0788	0.350571
SURF2	10.2581	4.86585	21.7417	2.21558	1.16897	5.28865	6.55202	26.0128	19.4579	17.2158
SURF4	120.818	82.5895	111.815	59.5968	111.453	149.378	80.9624	199.3	118.897	192.511
REXO4	4.71882	5.18433	7.06026	6.5764	6.87074	3.28877	6.70498	6.65199	3.37676	0.47396
C9orf7	8.00148	10.3416	11.343	11.7751	11.966	12.412	11.0886	17.7825	8.82075	12.0651
SLC2A6	2.65178	1.43083	1.253	1.56397	1.12797	1.52742	2.25544	3.34167	2.12607	0.469606
ADAMTSL2	4.88527	3.80099	3.78637	7.34306	1.8673	3.10022	5.11678	18.9855	4.17505	6.80825
SARDH	1.37792	10.0819	7.55802	8.68938	1.06468	14.6223	4.36671	2.07979	2.76791	0.180003
VAV2	6.24112	11.1753	7.28534	11.9659	2.62286	4.36466	9.80088	4.78584	4.23615	6.16684
NCRNA00094	2.70812	2.36514	3.1594	1.68112	1.22892	2.67329	4.92975	2.56263	2.7579	0.352022
BRD3	6.87434	6.59605	5.30269	7.13743	1.32527	3.12154	6.85013	4.96174	7.67615	5.79003
WDR5	7.1984	7.17184	7.04416	6.16191	1.17909	6.13749	8.47778	6.14054	9.11747	7.45534
RNU6ATAC	61.0095	96.079	204.418	16.3874	108.726	268.41	155.117	1295.96	75.6946	102.272
RXRA	7.03453	9.50229	20.5483	11.3495	1.46296	6.08809	14.7506	11.8949	6.49219	8.37068
COL5A1	13.1529	1.35272	1.34098	1.56397	1.09661	1.50025	1.58385	11.6937	3.4126	0.497913
OLFM1	2.32784	1.48318	1.9999	4.95093	1.08603	2.72054	3.86101	5.78936	7.66631	3.46549
MRPS2	13.1848	9.91628	15.0563	12.9228	5.90384	4.7792	16.9666	20.1039	19.2763	17.0314
CAMSAP1	7.08768	4.5779	5.99878	6.08733	13.1254	7.76512	7.53746	5.83369	8.04138	10.4899
UBAC1	6.67365	5.89057	9.77871	1.53343	13.7108	7.53795	14.7363	9.99996	7.85921	10.2995
C9orf69	7.09733	3.36198	6.77016	5.70796	8.77311	3.10022	5.93888	10.1936	5.59686	10.4669
QSOX2	5.09151	9.67921	9.21285	4.57036	3.04107	6.67298	10.1619	11.1986	6.87569	8.19271
DNLZ	2.24588	1.56221	1.23044	1.83143	0	6.03863	3.99962	2.41113	5.97582	3.40439
SDCCAG3	4.94909	4.05233	1.89625	9.06163	6.67101	2.79025	3.28479	1.8479	6.25267	0.487025
PMPCA	7.17438	4.5779	24.8031	14.1777	1.08603	5.08586	4.94479	11.0479	9.02939	10.7661
SEC16A	11.2459	11.907	26.9335	12.7221	2.04634	6.01388	9.02192	18.2304	8.46056	15.1347
NOTCH1	4.53895	4.19018	4.3043	3.70058	1.07539	2.47719	4.23951	5.26878	2.64108	3.31603
EGFL7	4.03506	2.8557	6.88308	0	5.53132	4.54711	6.71191	23.4798	8.03813	10.0448
AGPAT2	16.6213	12.7135	31.8796	26.1782	18.4824	27.9919	29.947	29.1623	19.4872	18.7543
SNHG7	208.146	273.487	227.509	100.809	599.242	483.295	286.67	308.041	112.558	108.574
SNORA43	2022.21	2196.23	1667.17	665.652	1915.59	2958.36	866.021	9907.65	1595.42	2793.49
SNORA17	2703.83	5308.13	2319.25	908.772	9509.11	4717.25	2763.19	6494.21	2208.35	2929.22
TMEM141	21.5784	25.626	31.5177	8.93073	37.7046	45.7514	56.0401	53.9606	11.1399	33.1153
C9orf86	9.26206	12.243	27.2456	33.7947	4.72155	7.86586	14.0866	25.7469	9.26172	17.7619
PHPT1	7.86626	3.9783	25.4586	2.69328	12.2326	28.2585	15.7283	31.4138	8.58535	18.0502
EDF1	66.2809	28.8871	105.173	16.3748	6.97038	44.7354	58.8031	70.4771	21.9446	74.9128
TRAF2	4.35485	2.4506	3.09816	1.5791	1.09661	2.57676	3.70364	5.25251	6.34567	0.459444
FBXW5	21.1787	26.3746	44.9401	22.3109	22.4874	40.6406	42.1361	33.0212	22.515	35.8624
PTGDS	5.58605	14.4732	30.2024	41.346	1.11757	11.16	12.0242	3.55385	4.05587	0.420975
ABCA2	4.23042	2.69166	5.30269	4.33934	1.6609	2.52738	4.92222	5.4593	3.749	0.540736
NPDC1	20.4153	10.7782	32.4595	34.7044	1.58556	8.01673	45.6161	35.0293	20.4846	40.3068
UAP1L1	1.51285	1.48318	1.41183	7.09165	3.81731	2.23944	3.0198	1.90173	2.63593	0.232263
MAN1B1	8.64063	10.4363	25.2746	14.0468	18.5886	17.5156	8.91246	23.8482	8.25808	9.92293
DPP7	9.40557	12.5032	65.0315	7.78584	15.9294	39.5575	32.3279	29.9045	20.2332	17.5333
ANAPC2	4.58829	4.05233	3.94632	6.41691	6.70435	4.39982	3.53577	3.75366	3.17615	0.461621
SSNA1	16.2175	11.2341	35.4273	12.0611	10.4521	27.1038	31.8491	22.4234	15.0254	14.3244
TPRN	5.56578	5.25843	29.0972	13.4941	1.51613	13.6972	16.3076	1.66307	8.25808	0.482671
TMEM203	8.64063	9.50229	5.04761	2.07007	11.6074	15.7918	6.73269	19.1319	9.39444	13.4179
TUBB2C	76.4581	65.9465	92.994	40.59	20.1952	37.5051	31.1029	48.3147	24.8032	76.9209
COBRA1	9.2665	10.3071	20.1119	17.2047	12.5852	14.574	12.8182	18.8251	9.27426	12.3305
NRARP	5.46402	11.0153	26.3728	2.21558	1.49851	7.46207	8.44513	2.24359	2.32424	4.53583
EXD3	1.0665	1.23568	1.39783	7.457	1.01005	2.09682	1.90078	0.83967	1.39669	0.130647
NELF	5.25313	4.08	6.96365	9.53129	5.57747	6.16217	6.04549	22.5755	10.5472	11.9519
MRPL41	13.9679	6.38812	31.3127	32.1353	9.69525	30.8055	39.4437	33.6262	19.2216	23.6657
ZMYND19	4.32366	2.46123	3.77175	1.56397	7.36744	2.94812	3.08427	4.99386	3.79167	5.01286
ARRDC1	5.85215	4.03385	5.60848	8.36857	14.9367	7.96647	8.99619	3.46081	2.14416	4.60811
EHMT1	5.1543	2.51414	4.10474	7.54796	3.39587	2.67329	3.91312	3.6922	3.68458	7.55846
ZMYND11	18.055	42.7093	37.5164	17.8646	17.992	22.6072	45.2392	23.3209	19.1019	20.3747
DIP2C	5.82724	3.94116	3.74247	1.83143	5.16654	3.5498	4.4329	10.9136	8.38357	6.31665
LARP4B	9.12796	12.2756	24.1654	2.34308	9.25784	6.26189	10.3445	10.4582	5.74962	11.4181
GTPBP4	12.7898	10.0993	10.9477	13.4411	1.69466	6.49347	9.78895	17.5471	19.4121	16.0461
IDI1	19.1439	25.864	27.6055	3.06191	17.5957	42.9339	15.4371	25.0386	21.7634	18.1145
WDR37	4.72964	3.75396	2.54804	6.31495	1.11757	4.62468	4.77098	3.33629	10.2479	0.601234
PFKP	31.7567	6.01639	20.6354	9.25706	9.03196	3.93118	5.83172	32.5098	21.564	38.0798
PITRM1	26.1386	11.2425	25.107	13.4544	1.29679	7.76512	9.07332	28.3967	21.3018	25.9058
KLF6	21.252	81.7146	173.08	56.7124	18.7159	116.604	74.27	5.44837	20.528	13.5703
AKR1C1	8.96186	1.53919	3.75712	2.5969	1.39961	4.34703	6.18684	25.513	7.16495	46.3893
AKR1C2	12.7008	1.28222	1.73797	2.21558	1.08603	3.30929	1.90078	21.2693	5.42763	37.718
AKR1C3	146.905	8.60465	6.31722	50.2886	14.1747	21.4304	18.1253	77.7633	23.8559	216.199
AKR1C4	5.44358	1.18806	2.83433	1.5791	1.07539	2.697	1.9421	8.47813	5.44847	23.7764
UCN3	13.1019	3.09686	34.1526	1.83143	7.00355	5.18742	8.08382	28.9997	14.7533	15.361
NET1	10.5301	26.1197	31.4547	37.9234	15.1549	23.4252	26.7925	7.28733	10.9904	5.47883
ASB13	3.49112	4.19933	5.48961	11.0451	8.44843	4.57299	5.79588	3.45536	6.86569	1.64158
C10orf18	7.28469	10.2034	6.41445	6.43963	7.82792	4.00505	7.53746	4.45914	7.77107	4.93996
GDI2	122.643	95.1386	115.894	175.47	195.886	138.561	190.508	88.014	53.8893	109.676
FBXO18	10.4035	10.6931	8.70596	8.5791	12.8649	8.69204	9.1503	21.153	7.1749	14.663
IL15RA	8.66336	1.6062	1.56785	4.12026	8.64339	2.50239	3.13012	1.55876	6.41888	2.28766
RBM17	5.06526	5.62782	3.88834	1.53343	1.10712	3.5694	5.7312	1.85684	6.47885	0.275086
PFKFB3	22.2962	9.86377	8.89627	4.30002	3.12806	8.46757	7.38241	19.3221	7.68598	14.1015
PRKCQ	1.42363	3.64045	4.07605	14.0992	1.03213	2.12607	3.23948	1.14585	2.89619	0.3317
LOC439949	1.52381	1.27196	1.4534	0	11.8409	2.0371	3.65083	0.861941	1.46521	0.158954
ITIH5	4.61561	4.18103	5.52358	3.08795	9.2256	3.03568	2.76785	1.35195	1.89009	0.222101
ITIH2	1.42363	1.2409	0	12.4129	0	1.31558	0.0908649	0.883318	1.05519	0.0624205
KIN	4.84789	5.05712	4.20479	18.6177	7.63093	3.43081	4.33287	1.67608	2.73277	0.501541
ATP5C1	64.6654	72.3427	91.17	130.991	118.599	155.348	55.0269	37.3717	77.0322	50.6962
TAF3	4.46173	4.55652	3.62479	1.51801	1.02113	1.35959	4.84678	3.15508	3.58917	1.75341
USP6NL	5.13863	4.15354	4.21904	6.42827	1.35341	4.72779	3.23948	1.49374	4.36932	0.388314
ECHDC3	4.09654	4.59927	8.9438	11.5285	4.21239	19.8342	10.2469	3.70892	3.77889	0.483396
UPF2	4.3965	12.6893	5.45563	6.93131	10.2459	5.96432	6.15864	1.47466	3.38125	0.377426
DHTKD1	5.21161	10.2467	9.91117	13.3219	16.0709	21.9785	8.58207	2.2768	4.01859	5.04936
NUDT5	13.0064	5.11015	8.86457	1.95884	4.76549	7.73992	8.04417	14.9343	7.26436	14.1259
CDC123	21.1111	13.3379	10.9477	10.2743	6.80423	20.0551	9.04763	13.5228	22.0234	20.6334
CAMK1D	4.57187	6.08969	9.24446	2.42081	0	3.41074	3.03826	1.05436	2.08948	0.222101
LOC283070	4.87994	8.98705	21.547	0	1.03213	3.5498	4.231	1.11736	2.38555	0.209036
CCDC3	1.9326	3.73511	3.68374	5.27634	1.08603	2.40025	4.40892	1.2343	2.3073	0.263473
OPTN	11.4298	17.8451	19.4109	8.84317	8.99965	6.01388	16.4834	13.7185	9.25235	11.1213
PHYH	8.56324	17.5318	18.6338	17.367	13.3154	25.9789	16.4342	5.24168	6.2759	13.4509
SEPHS1	3.08969	3.96902	3.41655	9.19203	3.5337	4.72779	5.724	2.04748	4.03518	2.0805
PRPF18	9.92946	12.7054	8.34042	8.65634	7.43341	14.0644	10.4547	7.18498	8.22904	6.03387
FRMD4A	2.65178	4.91903	5.26869	8.34634	0.998898	1.8126	3.08427	1.18767	1.96956	0.118309
FAM107B	20.5796	27.018	28.0781	8.98533	17.853	25.0615	36.394	11.8063	21.448	14.2759
HSPA14	5.84718	7.73317	8.1971	1.95884	1.1588	9.45734	2.7584	2.23886	9.36795	0.412266
RPP38	4.74043	2.88616	4.41735	6.49654	1.22892	5.36438	7.44318	2.03368	4.933	3.94998
NMT2	3.10904	3.13652	2.40182	7.89862	1.22892	2.47719	2.85243	1.34831	3.54103	0.156777
FAM171A1	10.3023	12.0302	12.5438	11.6519	1.18915	5.81527	5.70239	2.97728	6.8257	6.04982
FAM188A	9.6579	18.9646	9.13377	20.9192	29.9854	34.3613	12.2862	10.7403	7.33381	6.23077
PTER	8.64063	8.60465	6.301	2.3022	14.2181	7.25932	5.45575	2.21996	7.83638	0.43404
RSU1	14.3153	12.4058	8.37225	17.8646	9.56068	15.365	15.0947	5.05288	4.12181	9.6495
VIM	567.829	90.5271	106.882	192.849	33.8755	52.2972	197.356	200.133	75.106	216.184
STAM	6.55526	9.97742	7.90995	6.08733	1.37199	7.53795	4.877	2.99283	6.0456	9.57367
CACNB2	2.35527	3.61191	2.64434	3.38362	12.0016	3.20586	5.34592	1.40421	2.68207	0.218472
NSUN6	3.15751	3.61191	1.68441	1.51801	12.0195	6.69858	4.72532	1.30786	2.45115	0.184358
ARL5B	8.41694	15.2573	33.27	8.36857	19.9848	42.1342	5.91036	2.75229	8.61085	10.72
PLXDC2	7.5748	9.27592	4.5367	2.45791	1.21905	5.71556	7.72512	4.72751	2.90107	0.54001
NEBL	4.35485	7.95043	6.38205	6.24733	12.0551	8.4176	6.53807	4.67991	3.41707	3.87395
MLLT10	2.53978	7.4033	4.29011	2.3022	2.66343	3.93118	4.61826	1.54007	3.06867	0.257667
DNAJC1	9.04278	19.7671	24.8454	25.0164	21.9498	18.8361	16.1032	14.6493	8.57575	11.9746
COMMD3	28.8146	34.1115	35.4273	74.2512	69.0106	67.5606	59.1548	27.6299	14.8209	38.5728
BMI1	11.4869	21.7928	21.9361	5.29633	23.1606	21.4304	14.2966	19.2417	14.8345	12.7749
PIP4K2A	6.48588	3.90391	5.25169	1.7597	1.72868	2.8132	4.61826	2.49874	3.24066	7.10958
MSRB2	8.10361	3.5451	4.87743	1.53343	6.57092	5.08586	3.4198	3.9973	3.96864	4.79968
PTF1A	1.09629	24.7638	34.6147	19.5122	1.03213	33.2647	13.7959	0.707779	1.24949	0.00435492
OTUD1	2.30957	5.79608	9.88461	1.54875	1.38123	4.85616	7.24691	1.35741	3.77463	0.289602
KIAA1217	5.91179	5.03589	8.92796	10.9756	1.22892	2.90365	7.17891	1.3737	3.90584	0.447105
PRTFDC1	2.45642	3.81976	5.52358	1.59414	9.42543	4.83053	3.90444	1.59414	2.6565	0.129196
THNSL1	3.86199	4.11681	1.30475	8.93073	4.85376	2.99213	3.96507	1.47466	2.78787	0.474686
MYO3A	3.60055	3.87592	3.43152	1.83143	10.8787	2.94812	4.35826	2.34367	3.99365	0.373072
GAD2	18.8325	19.0118	23.867	16.7406	18.8642	13.8689	15.8771	34.388	23.4854	34.2178
ABI1	11.0811	13.0748	7.86201	2.25977	13.4332	18.2017	12.2731	5.2038	9.30237	10.4726
ANKRD26	1.47694	5.08894	3.41655	2.45791	10.6011	3.18491	3.07508	1.22661	2.22694	0.19452
YME1L1	26.3686	32.4336	31.5807	38.5194	33.9537	32.1979	35.6434	21.3566	24.0424	21.4778
MASTL	2.50267	4.9828	3.34143	4.09998	8.90264	4.22264	2.91781	1.41667	3.70181	0.433314
ACBD5	5.35125	10.3416	5.14967	2.49398	6.26967	8.64221	6.56596	2.24359	7.03544	0.235892
PTCHD3	0.970262	1.08338	1.27533	8.21262	0	2.42613	0	0.0509396	0	0.00145164
RAB18	20.8174	29.6462	24.0589	3.54511	38.9676	46.3874	37.4387	22.6987	36.1192	15.9286
MPP7	3.63051	10.9985	6.52777	7.80842	2.78682	10.6659	18.2492	1.39706	4.32109	0.185084
WAC	22.4806	32.9215	40.7512	33.7666	18.8007	15.8154	43.2375	25.0527	23.0501	29.3917
BAMBI	12.3508	11.2509	12.0675	7.58202	10.5825	7.28469	7.32829	9.80727	4.34121	11.1042
LOC387647	9.10556	10.3158	26.7361	7.2289	17.9386	6.18683	15.2589	24.0142	9.92039	18.0577
SVIL	8.09434	4.69537	3.1135	3.76567	1.22892	2.57676	4.58752	1.5041	3.60226	0.532026
KIAA1462	6.53546	20.3511	8.91211	7.79713	4.89808	3.70494	5.56495	1.53325	7.31729	0.361458
MTPAP	4.68091	4.58858	3.05202	8.7224	10.396	3.70494	6.15864	1.58743	5.46942	0.306296
ZEB1	10.0052	9.50229	2.62835	1.95884	10.4894	3.72408	5.89608	6.03973	6.96892	5.59466
ARHGAP12	14.5077	37.5784	37.2604	4.16063	65.9597	55.453	54.1493	15.4756	20.544	16.8928
KIF5B	34.4103	33.2031	29.7072	38.1868	16.2992	16.1451	39.7273	32.4002	27.8531	27.7798
EPC1	7.45632	19.4364	8.22897	8.33522	13.593	8.66713	11.6613	3.73127	6.80237	7.13356
CCDC7	5.7923	9.49341	9.18122	6.46239	14.6532	30.687	8.86728	2.80799	6.89567	10.6166
C10orf68	2.55839	3.34254	5.99878	1.51801	11.5352	15.2936	3.49128	1.28549	3.29544	0.32299
ITGB1	219.263	92.3391	76.6402	40.4799	52.727	58.8001	74.0435	114.756	94.9183	87.118
NRP1	32.0541	57.3332	42.6008	22.3318	13.3154	10.9927	25.5791	33.7086	14.6993	29.417
PARD3	12.4717	13.4014	21.7848	7.43423	9.90539	10.6659	9.20792	4.84964	10.5554	11.5263
CUL2	7.29903	7.46224	6.04965	1.89751	14.1531	8.86621	7.53074	4.20543	6.51219	5.37375
CREM	5.07051	2.62941	3.58042	1.54875	1.33468	8.66713	2.47132	2.43051	4.50219	0.399201
CCNY	10.0495	12.4546	20.8095	6.91985	16.4404	20.1654	12.5643	13.3516	20.4755	11.4636
FZD8	2.33698	3.31334	3.05202	6.6793	6.33675	4.90735	4.0427	1.33368	3.11096	0.238069
ZNF248	1.36926	2.79451	1.79113	7.88736	8.48094	3.03568	4.29049	1.24769	1.4427	0.100163
ZNF25	3.05108	8.77637	3.25073	1.89751	1.38123	4.44335	4.25652	2.16824	5.1642	0.174197
ZNF33A	5.222	20.2878	7.79809	8.30182	8.64339	4.49527	7.32829	2.70698	3.88902	0.341862
ZNF37A	2.605	5.36416	3.52104	1.53343	3.48745	1.59414	3.92179	1.77241	2.2559	0.283796
ZNF33B	5.26349	24.7479	19.5426	7.17174	17.0142	7.10685	18.4143	1.59078	3.0213	0.222101
BMS1	1.80977	2.24611	1.31931	7.37727	1.01005	1.87953	1.82794	1.04789	3.11096	0.0979857
CSGALNACT2	4.86393	3.58332	2.7239	1.95884	10.0572	3.5104	3.99099	1.67608	6.47552	0.235166
RASGEF1A	1.30779	2.40799	3.59522	1.54875	1.24853	2.97018	3.57127	1.78125	3.4527	0.22573
HNRNPF	49.9036	35.73	35.3662	28.2531	40.3281	43.1166	50.6603	57.5745	41.1061	49.2053
ZNF239	1.29888	1.55302	1.63039	0	9.88636	1.67032	1.57355	1.19748	1.88331	0.108873
ZNF32	10.1695	12.5599	7.63811	3.87231	18.4505	24.1593	27.7692	20.5269	19.1834	15.1864
CXCL12	5.53533	24.6355	25.7588	18.7037	13.367	21.2932	10.838	1.45195	19.6999	0.209036
RASSF4	3.95342	12.0466	25.4752	9.47357	12.8997	6.44208	37.643	5.07439	4.10125	3.02219
C10orf10	92.5379	264.257	261.285	235.578	137.819	74.5441	308.353	442.933	82.1384	169.44
ZNF22	11.8678	26.7285	29.3866	2.34308	38.6924	34.3019	17.336	11.4775	8.5054	14.5665
ALOX5	3.72072	3.03708	2.21993	4.37845	1.51613	2.76717	4.40892	3.11293	2.45657	0.43404
MARCH8	7.73504	15.4941	8.38816	3.9353	12.83	18.3154	9.02835	25.7329	17.9215	14.3649
ANUBL1	2.33698	4.21761	1.77345	2.25977	11.3904	6.41637	4.62593	1.65008	3.61531	0.396298
GDF10	0.994878	2.77403	2.46708	13.0162	0	3.4906	1.42692	0.305636	1.18332	0.00145164
MAPK8	8.39402	21.3008	19.8494	3.00904	14.8385	25.4462	9.80088	7.84532	12.5575	13.4551
C10orf72	6.80602	1.40668	1.30475	2.56341	1.0539	1.59414	0.693033	3.29335	2.67697	0.322264
C10orf128	5.33065	1.3872	0	0	0	2.37413	0	1.37731	1.93023	0.372346
C10orf71	1.55917	3.65943	7.01197	7.88736	14.4789	15.3175	3.87839	1.27045	2.6565	0.164761
OGDHL	2.41034	3.27427	6.67328	12.3184	8.12245	3.3501	5.14651	5.63479	6.35897	2.3527
PARG	1.69704	1.8998	1.50109	1.50249	10.8234	2.60116	2.7867	1.20529	2.32986	0.147342
LOC728407	1.37503	1.99086	1.19225	1.56397	11.1356	2.90365	2.03427	1.03921	2.53146	0.0675013
NCOA4	39.226	34.6602	51.6035	11.9251	68.633	44.0766	52.1888	31.7141	37.0035	37.0564
TIMM23	12.9808	11.368	27.6382	2.3022	1.43599	16.0746	10.053	15.1702	18.9622	18.2845
SGMS1	5.3255	8.91626	9.08631	8.0223	15.6569	13.6234	4.99732	2.83853	4.20361	2.58535
A1CF	4.77816	9.69684	7.87799	7.02296	5.95094	7.41143	14.7866	4.59553	2.07097	3.66019
CSTF2T	8.67247	6.83735	6.8992	18.4331	14.0124	5.00948	8.80267	5.75617	7.96345	9.80672
IPMK	1.51833	2.59812	3.93185	3.99758	1.6609	8.69204	0.881845	1.1337	2.85217	0.280166
CISD1	5.38723	5.01466	3.78637	3.18969	12.6203	13.7954	2.53902	2.93079	4.21582	0.333151
UBE2D1	7.11662	5.13136	3.91736	1.89751	1.83225	7.48737	7.67831	2.19641	7.80702	0.480493
TFAM	8.63151	13.0748	9.22866	2.5969	18.0562	17.2622	13.3329	5.89479	9.77799	12.4263
BICC1	26.9144	26.7466	20.7442	3.56765	14.5333	11.16	16.4342	4.85496	4.17097	18.5104
PHYHIPL	2.78362	4.77001	2.54804	7.59337	1.40875	5.51532	4.40892	1.71968	4.19138	0.36291
SLC16A9	2.61433	9.45787	22.4316	2.69328	16.0709	6.49347	7.07659	2.03368	6.5989	0.523317
CCDC6	23.5323	16.3713	25.0734	17.4419	18.7901	17.3775	18.7984	10.513	19.3274	17.7619
ANK3	2.30045	3.95045	4.03291	13.2423	1.26796	2.79025	3.50018	1.09042	1.76389	0.173472
RHOBTB1	4.75662	4.24499	3.69845	8.32409	1.08603	3.18491	3.91312	1.50754	3.79592	0.348393
ARID5B	6.54042	6.56972	6.38205	4.09998	7.40044	3.5694	4.4329	4.07779	7.43945	5.48935
